excerpt_a,excerpt_b,pair_id,symbolic_similarity,embedding_similarity,similarity_gap,similarity_mean,symbolic_global_similarity,symbolic_core_similarity,pitch_similarity,rhythm_similarity,texture_similarity,harmony_similarity,experimental_chromaticism_similarity,experimental_texture_similarity,experimental_rhythm_similarity,experimental_phrase_similarity,experimental_musicological_similarity,title_a,composer_a,title_b,composer_b
chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064,mozart-fantasy-d-minor-kv-397-385g-mvt1_m001_m064,chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064__mozart-fantasy-d-minor-kv-397-385g-mvt1_m001_m064,0.9806146196553123,0.7786549275095949,-0.2019596921457174,0.8796347735824536,0.9806146196553123,0.9806146196553123,0.9999719353899336,0.930243926568309,0.9812498684210235,0.9999997941735878,0.9926948747054658,0.9945443663268475,0.9993754535493786,0.9988077438626453,0.9097825375563277,Nocturne No. 2.,"Chopin, Fryderyk",Fantasy in D minor,Wolfgang Amadeus Mozart (1756-1791)
chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064,mozart-piano-sonata-a-minor-kv-310-300d-mvt1_m001_m032,chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064__mozart-piano-sonata-a-minor-kv-310-300d-mvt1_m001_m032,0.9942817623866089,0.9145616769655954,-0.0797200854210135,0.9544217196761022,0.9942817623866089,0.9942817623866089,0.9993801907800448,0.6244529007505228,0.9717225902330247,0.9999998879324383,0.9843390944063243,0.9600603761292074,0.9997242345430409,0.9994499176798743,0.9310032184107695,Nocturne No. 2.,"Chopin, Fryderyk",Piano Sonata No. 8 in A minor,"Mozart, Wolfgang Amadeus"
chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064,mozart-piano-sonata-a-minor-kv-310-300d-mvt1_m001_m064,chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064__mozart-piano-sonata-a-minor-kv-310-300d-mvt1_m001_m064,0.993427102788296,0.9061567773731137,-0.08727032541518231,0.9497919400807049,0.993427102788296,0.993427102788296,0.999597258532818,0.7754654559132658,0.9688802200539487,0.9999997632636269,0.9853982674990656,0.9592963521297622,0.9997621225726714,0.9897996762681951,0.8445040378275649,Nocturne No. 2.,"Chopin, Fryderyk",Piano Sonata No. 8 in A minor,"Mozart, Wolfgang Amadeus"
chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064,mozart-piano-sonata-f-major-kv-332-300k-mvt1_m001_m032,chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064__mozart-piano-sonata-f-major-kv-332-300k-mvt1_m001_m032,0.9544164576591952,0.9328686508647119,-0.021547806794483315,0.9436425542619535,0.9544164576591952,0.9544164576591952,0.9798840953752619,0.6093534022981595,0.9887594796218523,0.9999978991914097,0.9884225109264491,0.9848051208494273,0.9933451592966166,0.9660534447052391,0.8351185715099009,Nocturne No. 2.,"Chopin, Fryderyk",Piano Sonata No. 12 in F major,"Mozart, Wolfgang Amadeus"
chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064,mozart-piano-sonata-f-major-kv-332-300k-mvt1_m001_m064,chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064__mozart-piano-sonata-f-major-kv-332-300k-mvt1_m001_m064,0.9744918909809415,0.9019247297784933,-0.07256716120244822,0.9382083103797174,0.9744918909809415,0.9744918909809415,0.998347791245197,0.909084225232835,0.9896317336377394,0.9999997773282316,0.9907496929763101,0.9882762826494851,0.986362099305951,0.9718833928342766,0.803752117375814,Nocturne No. 2.,"Chopin, Fryderyk",Piano Sonata No. 12 in F major,"Mozart, Wolfgang Amadeus"
chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064,mozart-rondo-a-minor-kv-511-mvt1_m001_m032,chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064__mozart-rondo-a-minor-kv-511-mvt1_m001_m032,0.9911814448528383,0.8998846870341581,-0.09129675781868019,0.9455330659434982,0.9911814448528383,0.9911814448528383,0.9973413418673529,0.9537734022785833,0.9947699425385139,0.9999987685241559,0.98380456885417,0.9992880276437811,0.9965201467202922,0.9928443882342841,0.8794008420717891,Nocturne No. 2.,"Chopin, Fryderyk",mozart_rondo-a-minor-kv-511-mvt1.musicxml,Music21
chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064,mozart-rondo-a-minor-kv-511-mvt1_m001_m064,chopin-nocturne-e-flat-major-op-9-2-mvt1_m001_m035_req064__mozart-rondo-a-minor-kv-511-mvt1_m001_m064,0.9934263973169071,0.9445651339906713,-0.04886126332623575,0.9689957656537892,0.9934263973169071,0.9934263973169071,0.9998437783362955,0.9570777089130418,0.9792654626724837,0.9999998850771095,0.9871974488724053,0.978903467178987,0.9992494140030743,0.9961864560291848,0.847898550288368,Nocturne No. 2.,"Chopin, Fryderyk",mozart_rondo-a-minor-kv-511-mvt1.musicxml,Music21
chopin-prelude-a-major-op-28-7-mvt1_m001_m032,chopin-prelude-a-major-op-28-7-mvt1_m001_m034_req064,chopin-prelude-a-major-op-28-7-mvt1_m001_m032__chopin-prelude-a-major-op-28-7-mvt1_m001_m034_req064,0.999893000615489,0.9942316049197528,-0.005661395695736204,0.9970623027676209,0.999893000615489,0.999893000615489,0.9999623025527081,0.9999682488693372,0.9991855234249366,0.9999999926264721,0.9999992508063883,0.9998199350888347,0.8093621967630392,0.9972005671785825,0.9996994068053813,Preludium No. 1,"Chopin, Fryderyk",Preludium No. 1,"Chopin, Fryderyk"
chopin-prelude-a-major-op-28-7-mvt1_m001_m032,chopin-prelude-b-minor-op-28-6-mvt1_m001_m026_req032,chopin-prelude-a-major-op-28-7-mvt1_m001_m032__chopin-prelude-b-minor-op-28-6-mvt1_m001_m026_req032,0.993409646513014,0.7071609869675255,-0.2862486595454885,0.8502853167402697,0.993409646513014,0.993409646513014,0.9986136565186404,0.8216284449823542,0.9987448687064215,0.9999916566338729,0.9915052483358412,0.9981949421059136,0.15311884900784492,0.9355165010629625,0.9895668366158515,Preludium No. 1,"Chopin, Fryderyk",Preludium No. 6,"Chopin, Fryderyk"
chopin-prelude-a-major-op-28-7-mvt1_m001_m032,chopin-prelude-b-minor-op-28-6-mvt1_m001_m026_req064,chopin-prelude-a-major-op-28-7-mvt1_m001_m032__chopin-prelude-b-minor-op-28-6-mvt1_m001_m026_req064,0.993409646513014,0.6812566316374518,-0.31215301487556224,0.8373331390752329,0.993409646513014,0.993409646513014,0.9986136565186404,0.8216284449823542,0.9987448687064215,0.9999916566338729,0.9915052483358412,0.9981949421059136,0.15311884900784492,0.9355165010629625,0.9895668366158515,Preludium No. 1,"Chopin, Fryderyk",Preludium No. 6,"Chopin, Fryderyk"
